In_Temperature,In_Humidity,Out_Temperature,Out_Humidity,SB-51-00
35.22477811,28.92830803,30.90582031,40.14899067,3.420075617
35.21534295,29.00170392,30.82921224,40.54037976,3.421231973
35.22629129,29.04692149,30.73998698,41.46083209,3.422044548
35.22406602,29.11889321,30.60341146,42.1981181,3.42273211
35.21632207,29.18140434,30.33734375,42.68576058,3.424276002
35.2189924,29.23852394,30.21878255,42.97131162,3.425401105
35.20225834,29.32611073,30.10022786,43.12178459,3.426832486
35.20323746,29.37687241,29.94365234,43.39593598,3.427832577
35.21213855,29.4206658,29.81511719,43.46006847,3.428882674
35.19834185,29.49233234,29.65787109,43.57211199,3.430364059
35.18908471,29.55886168,29.59531901,43.50018689,3.431801691
35.19050889,29.60306198,29.52591797,43.41056268,3.432583012
35.18988581,29.63413952,29.34809896,43.49108137,3.434139405
35.18285395,29.67940795,29.34176432,43.20583906,3.435227004
35.15125505,29.75199003,29.24426432,43.13154218,3.436395861
35.17350779,29.75448234,29.14662109,43.10878698,3.438289785
35.17689021,29.78449175,29.09912109,42.99154852,3.43954615
35.15508253,29.82314794,29.00166016,43.04854911,3.440702506
35.15917703,29.8465451,28.88139974,43.19971972,3.44194637
35.14555835,29.88749015,28.74759766,43.32894169,3.442677687
35.16665395,29.87614761,28.73729818,43.3535742,3.443546516
35.14244297,29.9235523,28.67666016,43.41701808,3.444546608
35.13550011,29.94567788,28.63348307,43.57337706,3.445540449
35.1411078,29.9448132,28.56856771,43.61172238,3.446159255
35.14609242,29.96139467,28.56203776,43.70916464,3.447221853
35.12303858,30.0134788,28.50599609,43.84787211,3.447346864
35.14101879,30.01571679,28.41570964,44.12400317,3.447546882
35.15232319,30.01734442,28.37459635,44.15344982,3.445627957
35.13995066,30.0546273,28.36899089,44.11360146,3.447028085
35.15739681,30.05279622,28.40013021,44.15245844,3.444565359
37.59175759,27.16802726,28.5740625,43.90110288,3.435189501
39.04966812,25.68459602,28.75,43.57319093,3.431507914
39.44808118,25.30195061,28.66313802,44.14186531,3.42862015
39.56913609,25.20113934,28.55691406,44.11131199,3.426301187
39.59299102,25.19625645,28.51115885,44.1711773,3.42469479
39.59414817,25.21904326,28.5433724,44.17801913,3.423438425
39.53184049,25.30291702,28.47330078,44.61334812,3.422988384
39.54154269,25.33562219,28.51098307,44.49561132,3.42240083
39.58088553,25.31527682,28.52776042,44.15363182,3.421438242
39.50033061,25.40230411,28.55125651,43.45626869,3.421519499
39.39431856,25.51186389,28.37751953,43.0348988,3.422563345
39.27807024,25.62381425,28.27628255,42.38995906,3.423125897
39.37331197,25.52849622,28.6079362,41.94194281,3.422719609
39.5246306,25.36222375,28.92249349,41.08277164,3.422269568
39.65325144,25.22250197,28.99361328,40.34964584,3.422138306
39.75160856,25.10627909,29.07276693,39.6355568,3.422094552
39.69419649,25.14549477,28.73885417,38.18471329,3.408099521
39.71680527,25.08547595,29.12141927,38.1903969,3.408368295
39.78961624,24.98252842,29.22490885,37.34563765,3.408587065
39.87907225,24.8648305,29.35307292,37.09486747,3.408112022
39.96078431,24.75374482,29.38455729,36.8134254,3.408843339
40.00475573,24.67566949,29.57788411,36.51087926,3.409018355
39.98054475,24.65379822,29.53826172,35.44719256,3.409930939
40.01828539,24.58253859,29.66302083,35.07910654,3.410068451
39.94556344,24.59657689,29.75757161,35.52320215,3.409755922
40.00849419,24.50720989,29.8230013,34.78262039,3.409355886
39.88824038,24.57592635,29.91550781,34.56850616,3.410093453
40.02193484,24.38422217,29.81839193,34.35038754,3.419681831
39.9541975,24.39576816,29.97207031,34.60417826,3.408549562
40.02789858,24.28361435,29.97619141,34.01708164,3.408718327
39.76709646,24.47048651,29.89084635,33.05320887,3.420463153
40.02629638,24.1456728,30.00632812,33.27352769,3.421288228
40.00537881,24.0931309,30.0016862,33.0953833,3.421732019
40.00911727,24.03499402,30.03873047,32.39981429,3.422638352
39.92046235,24.05564457,30.02636719,32.56634982,3.42294463
40.00867221,23.93169045,29.94809245,32.91600615,3.423550935
39.82219425,24.03626561,29.80673177,32.9195207,3.423744703
40.01249968,23.78662801,29.82747396,33.61491723,3.423525933
39.98116782,23.77320007,29.69173828,33.29715727,3.423538434
39.99923705,23.70122835,29.50792318,32.65413132,3.423338416
39.93603927,23.68678314,29.42039062,32.70003835,3.424175993
39.86296127,23.70275425,29.31039714,32.6730422,3.424326006
39.77341624,23.71709773,29.23483073,32.82181326,3.424751045
39.69642176,23.72009868,29.15091146,32.90851134,3.425576121
39.61916025,23.73551029,29.03166016,33.02233613,3.426382445
39.54866356,23.73362834,28.94391276,33.11139261,3.42710126
39.47727677,23.74659851,28.80804688,33.15953023,3.427813826
39.38123395,23.75890745,28.69773437,33.10286249,3.429557735
39.34260319,23.7202004,28.76917969,33.15031916,3.430251549
39.31848122,23.669337,28.65011719,33.34259807,3.430751595
39.25145597,23.67330434,28.58534505,33.35697937,3.431676679
39.17188017,23.69370057,28.44366536,33.45337964,3.432533008
39.10129447,23.68988581,28.37222005,33.57388357,3.433558102
39.1031637,23.60296025,28.30313802,33.58387141,3.423132147
39.08918898,23.55738664,28.20924479,33.69187523,3.436108335
38.99074286,23.58149589,28.11227865,33.86264826,3.437858495
38.81610335,23.67081203,27.98606771,34.03975423,3.439021102
38.70181328,23.72004781,27.87571615,34.1119126,3.440790014
38.59437705,23.74959945,27.75285807,34.15969662,3.441452574
38.49468477,23.779558,27.67097656,34.33315936,3.442796447
38.38493426,23.83128608,27.54416016,34.39601362,3.444159072
38.30660461,23.83784746,27.45697266,34.5162909,3.445821724
38.20219476,23.87279062,27.39822266,34.55789619,3.446959329
38.11086951,23.89659469,27.28855469,34.65716162,3.447659393
38.04455634,23.90681824,27.21216797,34.7174183,3.449390801
38.07437502,23.80972,27.21901693,34.81247536,3.450897189
37.98322779,23.84384934,27.28959635,34.79884135,3.449890847
37.97405966,23.77681137,27.26048177,34.98153813,3.450372141
38.03948272,23.6572315,27.41654948,34.93465309,3.450515904
38.1196816,23.526716,27.46127604,35.0338457,3.450934693
38.11327281,23.47544569,27.58753255,35.12108432,3.450678419
38.13410137,23.40678009,27.60825521,35.29159017,3.45057841
38.18012004,23.31446301,27.7302474,35.55097456,3.449847093
38.23210244,23.23008062,27.82719401,35.54706397,3.449097024
38.22453651,23.19584955,27.70646484,36.02572596,3.448446965
38.26396836,23.12097861,27.83731771,35.95989635,3.447265607
38.2683299,23.08242415,27.73776042,36.02203089,3.446052996
38.28995956,23.03003484,27.96015625,35.72381318,3.445871729
38.36214745,22.93044429,28.00248047,35.77522385,3.445196667
38.4510694,22.81900257,28.20223958,35.86049669,3.443984056
38.56722871,22.69184405,28.23154948,35.53239832,3.442127636
38.68045065,22.55731034,28.36570964,34.89144335,3.441121294
38.79901325,22.42292922,28.48032552,34.23031609,3.437608472
38.91303629,22.27588312,28.69632812,34.32603879,3.436533374
39.03907581,22.15462476,28.76747396,34.08915483,3.436689638
39.13173622,22.04954096,28.67942057,33.61741889,3.435814558
39.22279444,21.93443707,28.94942057,33.37451404,3.434714458
39.31029221,21.8231988,28.93485026,33.27401906,3.434139405
39.40580097,21.70997686,29.10120443,33.21231391,3.433989391
39.52738994,21.57422243,29.22884766,33.05208331,3.432939295
39.6447954,21.45581242,29.45760417,32.78620011,3.433195568
39.78712393,21.30042471,29.40289714,31.42676374,3.432933044
39.9201063,21.13282979,29.37514323,30.24467117,3.432976798
40.01321177,21.01818367,29.79509115,30.05065866,3.433983141
40.02264693,20.97276265,29.96403646,30.40147909,3.434795715
40.01614913,20.95440096,30.1158138,31.14846774,3.43540202
40.00965133,20.92749421,30.05690104,31.28416049,3.435458276
39.92918542,20.9735256,30.17630859,30.68439991,3.435414522
40.01561507,20.87800412,30.25188151,30.65482563,3.436220845
39.93149971,20.90979375,30.31799479,29.74471078,3.436958413
40.02309199,20.80069174,30.41098958,29.42012848,3.437414705
39.90969202,20.86086315,30.41013672,29.82326197,3.437745985
40.01677221,20.74703085,30.46947917,29.01341394,3.438702323
39.91218433,20.78675517,30.51448568,28.9155236,3.438621065
40.02772056,20.66941329,30.53471354,28.52670322,3.439258624
39.90452939,20.72465095,30.52889974,28.77152428,3.439389886
40.02505023,20.58564126,30.49360026,28.89810664,3.439571152
39.91823707,20.62846825,30.59501953,28.89099532,3.439414888
40.03021286,20.50837975,30.61401693,28.89838662,3.439789922
39.90524147,20.57750312,30.57551432,29.43576571,3.43976492
40.02869968,20.45064978,30.54791667,29.42601952,3.439802423
39.89767554,20.53472699,30.49325521,29.36913126,3.439196118
40.02745352,20.39536126,30.44340495,30.266021,3.439739918
39.87408764,20.49937692,30.39164063,30.34860841,3.439039854
40.0207777,20.36011292,30.36749349,30.02115744,3.439408637
39.85975687,20.46122937,30.26886719,30.24011842,3.438602313
40.01196562,20.30609598,30.23042318,30.16456816,3.439364883
39.82548765,20.43681493,30.06201823,30.08708712,3.438927343
40.01570408,20.24724702,30.00889323,30.23786707,3.438864837
39.83981842,20.36474149,29.77865234,30.28366739,3.438664819
40.01828539,20.179853,29.75295573,30.28298073,3.439246122
39.96657003,20.20080873,29.61670573,30.32408108,3.439583653
40.01792935,20.12308944,29.61775391,30.50108643,3.439183617
40.00181837,20.10986496,29.61945964,30.51350123,3.439677412
39.98134585,20.10304926,29.56535807,31.20017496,3.43911486
39.95161618,20.10167595,29.45364583,31.09653248,3.439177366
39.89589532,20.13122759,29.39192708,31.15068339,3.439539899
39.82557666,20.17146054,29.29082682,31.26128441,3.439921184
39.74279647,20.19684138,29.18460937,31.44556597,3.440121203
39.6699855,20.23737952,29.07450521,31.65656952,3.440633749
39.58720531,20.2756288,29.00214844,31.79195994,3.441433823
39.50006358,20.3348338,28.89113281,32.04911753,3.441640092
39.42725261,20.3744564,28.7915625,32.30197127,3.44206513
39.34910099,20.41916533,28.71260417,32.81169143,3.442021376
39.27593398,20.4622975,28.66828776,33.07829909,3.44304022
39.19822741,20.51112637,28.57492187,33.63411802,3.44358402
39.13547468,20.55720862,28.51233724,34.06565587,3.443927801
39.08278019,20.59377941,28.48447266,34.48699947,3.444765378
39.0551868,20.62109305,28.28263672,36.06070015,3.444734125
38.87022202,20.77007197,28.00231771,36.96850375,3.445484193
38.7084891,20.92337428,27.96925781,37.48023032,3.445584203
38.65472648,20.98629231,27.98349609,37.59302077,3.44566546
38.66852318,21.00536609,28.08250651,37.53760759,3.44490289
38.68721548,21.00724804,28.17535807,37.79869276,3.444759127
38.72451108,21.00511177,28.2046224,37.72357316,3.443746534
38.7864627,20.96391241,28.42207031,37.51128305,3.443015217
38.80862643,20.97301696,28.29888021,37.79637954,3.442483919
38.91134508,20.92220442,28.5351237,37.41479926,3.440221212
38.9626154,20.90689453,28.51423828,37.10530857,3.438314787
39.02047252,20.88919407,28.71347656,36.7966851,3.437027169
39.11571425,20.83782203,28.78510417,36.77726405,3.43594582
39.21540653,20.78121106,28.85349609,36.5952442,3.434014393
39.37865263,20.66315709,28.90742839,36.82101759,3.433151814
39.41915262,20.66122428,29.073125,37.9556703,3.428757662
39.49890644,20.63035019,29.13511068,37.12909525,3.425969907
39.57883828,20.59138883,29.30401693,36.1144731,3.425838645
39.67096462,20.53523562,29.41489583,36.18276828,3.425032321
39.76852064,20.4757763,29.59172526,35.81412562,3.424269751
39.8794283,20.41255309,29.55215495,35.91388743,3.42251334
39.97618321,20.36072328,29.62341146,35.4498347,3.4209757
40.00991836,20.35614557,29.66419271,35.26775809,3.418744245
36.74953587,24.48706798,28.16218099,37.47474468,3.354619625
39.14633402,22.02487221,29.80416667,34.74031457,3.35708235
40.03181506,21.18537168,30.40296875,33.96125354,3.357326122
40.04036011,21.17474123,30.7550651,33.64958562,3.358738752
40.0516645,21.1575494,30.94932292,33.58580482,3.360488912
40.0459678,21.17733527,30.98105469,33.55604131,3.362351582
40.04409857,21.18684672,31.04973958,33.42566333,3.364164248
40.03368429,21.19946085,31.05934245,33.64569599,3.366126928
40.05184253,21.19727372,31.09446615,33.83779056,3.367552059
40.05709417,21.2163475,31.08182292,33.80949053,3.368689663
40.04481066,21.24773022,31.10336589,33.55306344,3.370033536
40.05255461,21.2423387,31.06912109,33.33117024,3.371321154
40.04098319,21.26914371,31.0588151,33.17485422,3.372927551
40.04454363,21.28109662,30.99919922,33.19340662,3.373983897
40.04748099,21.28603037,30.98842448,33.19499175,3.375352773
40.04988429,21.29355815,30.93529297,33.37930941,3.376365365
40.05380077,21.30245925,30.9111263,33.33607911,3.378265539
40.03564253,21.30134025,30.83969401,33.51719265,3.379078114
40.04454363,21.3083594,30.77033203,33.92389486,3.379715672
40.04587879,21.30749472,30.74904948,33.38682879,3.380059454
40.03475242,21.32509346,30.70567708,33.52265079,3.380722014
40.04400956,21.32784009,30.66889974,33.8442341,3.381447081
40.03831286,21.34538796,30.64917318,34.47904874,3.382022133
40.02905572,21.37280334,30.52426432,35.45400671,3.382615938
40.02923374,21.39152107,30.48180339,35.77093801,3.383153487
40.02789858,21.41868213,30.42333984,36.08148238,3.383672284
40.0377788,21.44080771,30.35192708,36.49349689,3.384103574
40.02683045,21.46954554,30.0855013,37.34714912,3.384666125
40.0337733,21.51079576,30.06100911,37.63393511,3.385116167
40.02148979,21.55265634,29.98370443,38.07311642,3.385472449
40.0174843,21.59451692,29.78171875,38.74417571,3.385722472
40.02095572,21.62310216,29.69211589,38.99951081,3.38591624
40.01249968,21.6744742,29.74076823,38.840346,3.385872486
40.02602935,21.70661987,29.68217448,38.79780289,3.386222518
39.98900079,21.79288421,29.58145182,38.88650682,3.38646004
40.0174843,21.78850996,29.56432943,38.87549008,3.386741315
39.80421403,22.03896137,29.52113281,39.3991682,3.386278773
40.00297551,21.90391903,29.4164388,40.01540765,3.386797571
39.90292719,22.04735383,29.37087891,40.32013309,3.386522545
40.01837441,21.9874876,29.3734375,40.2720237,3.386297525
39.95081509,22.10513466,29.33505208,40.50851611,3.385966244
39.99621068,22.11403576,29.29029948,40.72841145,3.385616212
39.98819969,22.18254877,29.2969987,40.80452388,3.385166171
39.98277002,22.25731797,29.27065755,40.96827217,3.384659875
39.96888431,22.32359299,29.28552734,41.12807804,3.384009815
39.95793596,22.39368276,29.28775391,41.05858173,3.382990972
39.96496783,22.45070064,29.22009115,41.29841514,3.381565842
39.88672719,22.57312886,29.13117839,42.08640327,3.381097049
39.85414918,22.6719056,29.20280599,41.85536437,3.380315727
39.84738435,22.72231123,29.19335938,42.10732084,3.379684419
39.8559294,22.78502581,29.22061849,41.96999437,3.37870933
39.90915796,22.79316396,29.25265625,42.23700477,3.377252947
39.93025355,22.84097556,29.18804687,42.1409686,3.375727807
39.87497775,22.95602859,29.11145833,42.13714247,3.374921483
39.8681239,23.02978052,29.26380859,41.76687208,3.374640208
39.93105465,23.00968948,29.34894531,41.42939505,3.374258923
39.990692,23.02108288,29.48788411,41.39959889,3.373021309
40.01463595,23.04173342,29.65496745,40.99786481,3.357394879
39.95455355,23.1404593,29.50603516,40.69359828,3.344987493
40.0256733,23.11350169,29.48360677,40.9351417,3.344174918
39.99095903,23.21360087,29.75348958,40.73954722,3.343281087
40.01561507,23.21502505,29.86192708,40.36545911,3.343056066
39.92242059,23.37046362,30.01661458,39.56813442,3.34211223
40.02416012,23.29716945,30.06632812,39.41281408,3.342249742
39.95099311,23.41512169,30.14580078,39.30257811,3.341499673
40.02834363,23.37488874,30.18552734,39.37144403,3.341768448
39.95072608,23.50616719,30.26576172,39.29455464,3.341562179
40.0199766,23.45784695,30.32690104,39.24818612,3.342024722
39.99167112,23.53571883,30.43245443,39.16385782,3.341812202
40.02460517,23.54441647,30.47272786,39.10018697,3.342274744
40.02816561,23.57946136,30.56799479,38.88240544,3.342368503
40.04356451,23.61282775,30.58424479,38.79383338,3.342599774
40.04392055,23.67706823,30.63700521,38.7049836,3.342856048
40.03154803,23.71628392,30.61007812,39.65783807,3.34309982
40.02691946,23.80671906,30.54928385,41.70098749,3.342974808
40.04329747,23.84089927,30.54860677,41.8698087,3.342912303
40.0215788,23.95229012,30.53369792,41.74528869,3.342055974
40.03252715,23.98148572,30.48384115,41.74312947,3.342024722
39.97493706,24.12497139,30.45009766,41.52067023,3.34113089
40.01383485,24.11739274,30.4303776,41.66097209,3.34091837
39.94814476,24.26581216,30.3704362,41.03445934,3.339468237
40.02602935,24.22654561,30.38870443,40.9704263,3.339118205
39.94707663,24.35685766,30.35708984,40.3924604,3.337605567
40.03448539,24.29185423,30.30718099,40.31530773,3.337493057
39.94307113,24.44388495,30.28490234,40.14168152,3.336249193
40.02140078,24.38381526,30.24739583,40.07664677,3.335811653
39.90604257,24.53879606,30.19615885,39.92889971,3.33424901
40.03902495,24.44439358,30.15851562,39.82213149,3.33392398
39.9111162,24.59983215,30.09747396,39.66435515,3.332536353
40.01855243,24.50481931,30.08292318,39.5571157,3.332342585
39.86981511,24.66478472,30.01815104,39.52755635,3.331223733
40.01944254,24.53808398,29.91554036,39.6992165,3.331029965
39.86331731,24.70817121,29.83878255,39.70364247,3.330036124
40.01864144,24.57333232,29.74711589,39.89893209,3.330036124
39.85227995,24.74408077,29.58263672,40.01799193,3.329373563
40.02264693,24.59342336,29.5639974,40.02135388,3.329348561
39.89509422,24.72734671,29.57153646,39.95294094,3.328804761
40.01472496,24.62958724,29.4191862,40.26821233,3.328592242
39.87515577,24.77709112,29.32477865,40.76963729,3.328754757
40.01614913,24.65791816,29.30180339,40.88706359,3.329111039
39.96425574,24.71513949,29.20742188,41.23944916,3.329211048
39.9979909,24.70201673,29.30198568,41.15142629,3.329698593
39.92865136,24.79092597,29.19745443,41.2559946,3.33064868
39.97796343,24.7477938,29.26022786,41.1666334,3.331261236
39.95936014,24.78426286,29.21270833,41.20558136,3.33195505
39.93354696,24.84041606,29.2105013,41.28031808,3.332761373
39.90684367,24.86640726,29.11266927,41.50409735,3.33338018
39.87907225,24.90170647,29.12192708,41.43561291,3.334192754
39.84569314,24.94931462,29.11096354,41.54553906,3.335249101
39.8055492,25.01248697,29.03352214,41.80596963,3.336199188
39.77973602,25.05597518,28.96690755,42.01535716,3.33720553
39.74119427,25.11014471,28.95044922,42.24401187,3.338424392
39.68404924,25.18649068,28.95283854,42.49679169,3.339618251
39.66001628,25.23277638,28.80341797,42.88533098,3.34058709
39.63001958,25.28216475,28.85740234,42.70611731,3.341099637
39.59806465,25.32316065,28.90310547,42.65511804,3.341493423
39.57056026,25.3707688,28.89353516,42.78417738,3.341599683
39.55320312,25.42432797,28.85723307,42.81906156,3.341618434
39.52970423,25.44579232,28.80821615,42.91197073,3.3417872
39.5181328,25.4836347,28.75274089,43.96020168,3.341924712
39.49792732,25.54426388,28.69087891,44.47377277,3.342199738
39.47629765,25.61999949,28.66332031,46.13007837,3.342399756
39.42155591,25.71587701,28.61977214,47.04851184,3.34266228
39.3280944,25.85626001,28.51559896,47.99735816,3.343356093
39.21131202,26.02828005,28.37926432,48.29855087,3.343818636
39.14793622,26.13783983,28.37429036,47.76765425,3.34386239
39.13324941,26.18804201,28.35490885,47.45835758,3.343656121
39.12256809,26.26148877,28.34102214,47.22193952,3.342956057
39.11526919,26.29917856,28.33039063,47.08242445,3.342293496
39.12657359,26.31179268,28.37977214,46.80770573,3.341755947
39.15256479,26.3198291,28.40233073,46.4035805,3.341180894
39.16217797,26.37145546,28.42875,46.93184514,3.340287062
39.11971974,26.45588871,28.29783854,47.9177722,3.339693258
39.09079118,26.52892856,28.36674479,47.86258488,3.339355727
39.07592635,26.58574299,28.31874349,47.68311675,3.338905686
39.08464942,26.62226291,28.37701823,47.28955416,3.338318132
39.10645711,26.62633199,28.41759115,46.89602104,3.337736829
39.14348567,26.62734925,28.52072917,46.5393174,3.336799243
39.2103329,26.59042242,28.69379557,45.72174165,3.335974168
39.27629002,26.55761552,28.83598958,44.98451708,3.335292855
39.32711528,26.52155337,28.82158203,44.78860893,3.334661547
39.3694845,26.50568399,28.86991536,44.48709502,3.334130249
39.40384273,26.4820325,28.89711589,44.30460627,3.333236417
39.43802294,26.47572544,28.92509115,44.06129523,3.332598859
39.47407238,26.45736375,28.94632813,43.72615239,3.331948799
39.49178556,26.44708934,28.99067708,43.31213226,3.33163627
39.51154599,26.44083314,29.01569661,42.80497094,3.331542512
39.52979324,26.43691666,29.02804688,42.63096392,3.331186229
39.54821851,26.4264388,29.02031901,41.72406973,3.331023714
39.5205361,26.46626485,28.98226563,41.96987365,3.33086745
39.49961852,26.48279545,28.97356771,42.3840713,3.330911204
39.49320974,26.50456499,29.01208984,42.18500677,3.330748689
39.49116248,26.51499199,28.96929688,41.38560389,3.330361154
39.46072073,26.53579512,28.87901693,41.5246417,3.3303174
39.42805371,26.54810407,28.85690755,41.33250681,3.330823696
39.39182625,26.58579385,28.7835612,41.13923895,3.330579924
39.35105923,26.6053254,28.75480469,41.50825618,3.330623678
39.30664276,26.6390987,28.62645182,41.74005664,3.330729937
39.27005926,26.6641235,28.61736979,41.75384956,3.330704935
39.21540653,26.70237278,28.52964844,41.92998055,3.330704935
39.16840874,26.72017497,28.40285807,41.63629739,3.330692434
39.11215381,26.74082551,28.40748698,41.87210871,3.330823696
39.06275273,26.7768368,28.31771484,41.90674343,3.331398749
39.02501208,26.79926757,28.27901042,41.64880848,3.331567514
38.99323517,26.81528954,28.2226237,41.6458476,3.331642521
38.94160881,26.84311182,28.13644531,41.47200648,3.33152376
38.85918466,26.88395514,28.09707682,41.40248554,3.332042558
38.78601765,26.92479845,27.98554036,41.90875253,3.332867633
38.73893085,26.94656799,27.86611328,41.94736254,3.333880226
38.69762977,26.97428855,27.8285612,42.09781822,3.334617793
38.63986165,26.99193815,27.73021484,42.55273589,3.335367862
38.59428804,27.0036876,27.72799479,42.5395486,3.335805402
38.53367157,27.04641286,27.7235612,42.65567047,3.336842997
38.47439027,27.08278019,27.69102214,42.6540184,3.337724328
38.42107271,27.1102973,27.64028646,42.66374775,3.339043199
38.3520002,27.15993998,27.5724349,42.7391048,3.340455828
38.28969253,27.18832176,27.47289714,43.00788902,3.341662188
38.23058925,27.23755754,27.42253255,42.98287246,3.342824795
38.15065741,27.28775972,27.24520182,43.25810729,3.343824886
38.09235523,27.32829786,27.22722005,43.29016162,3.345125005
